tweets;1.kisi;2.kisi;3.kisi;total
ömür boyu mülksüzleþtirme sürgün hasretlik beyaz üstünlüðü nefretine maruz kalma tematik özellikler kurgu eserlerinin dokusunu belirleyebilirse gurnahýn edebi önemini tek baþlarýna tanýmlamaz;0;0;0;0
yapýlan ýrkçýlýðý devam ederse düþmanlýk bitmez;0;0;0;0
müzisyenin sazýný kýrýp yüzüne tekme attý anlar kamerada;0;0;0;0
bir þarkýya müziðe bile tahamülünüz yok alçaksýnýz;0;0;0;0
irkçýlýk ideolojik bir düþünce deðil aksine psikolojik bir hastalýktýr aþaðýdaki videoda solist sanatçý kürtçe þarký söylediði ýrkçýlýða saldýrýya maruz kalmaktaktadýr istenilen dilde þarký söylemek zaman suç oldu;0;0;0;0
angola türkiyede siyahileri karþý ýrkçýlýk varmý sorusuna kayseride yaþayan afrikalý kardeþimin anlatýmýndan dinleyelim;0;0;0;0
üniversitesinde bir türkü siyah saçýndan tanýrsýnýz;0;0;0;0
türkiyede konuþulan ikinci dil kürtçedir izlemek;0;1;1;1
türkiyede sosyalist sol 11 ekim 2021de prof dr gökhan atýlgan yazmak atölyesinde baþlýyor;0;0;0;0
deðilde dir sizce;0;0;0;0
yahudi düþmanliði soruþturmasi leipzig westin hoteli hakkýnda yahudi düþmanlýðý soruþturmasý açýldý;0;1;1;1
tesla irkçilik yapti tesla afrika kökenli bir çalýþanýna irkçý ayrýmcýlýkta bulundu;0;0;0;0
1892 tarihli mamuretülaziz elazýð vilayetine ait salnameden yýllýk gerçekleþtirdikleri doðrudan alýntýda kürt kelimesini adi olarak çevirdiler;0;0;0;0
almanyada yaþayan türklere yapýlan ayrýmcýlýða büyük tepki haberi okumak týklayýn;0;0;0;0
son zamanlarda duyduðum güzel söz bir lezbiyendenbenimde erkek arkadaþlarým var kürt olarak yýllarca yýllarca benimde kürt arkadaþým var diyenlerden cektim þimdi erkek olarak lgbtlilerden cekiyorum;0;0;0;0
cumhurbaþkaný erdoðan kültürel ýrkçýlýk evrensel bir sorundur;0;0;0;0
koreye laf yapanlar þimdi squid games izliyor bende bunu anlamýyorum aq;0;0;0;0
seçim kampanyasýnda yaptýðý çoðu vaadini yerine getiremedi fiyatýný düþüreceðim dediði mal hizmetlerin fiyatlarý yönetiminde katlandý baþýrsýzlýða bahane olarak kullanacak tabiki kolay günah keçisi mülteciler;0;0;0;0
insanlar zaman taraf olmak zorunda heb bi rekabet var bir düþmanlýk oluyor bunun binlerce var iþite saçma þeyler yüzünden insanlar birbirinden nefret ediyor bi düþmanlýk var gerçekten saçma;0;0;0;0
irkçýlýðýn ilacý veda hutbesinde;0;0;0;0
irkçýlýðý bugünkü amerikanýn genç kuþaðý gözünden beyazperdeye yansýtan 2017 yýlýnda yayýmlanan ayný adlý romandan uyarlanan the hate u give 2018 tanýtým fragman;0;0;0;0
new podcast osmanlidan cumhuriyete bir nefret söylemi mum söndü diskuru podcast 2 bölüm on;0;0;0;0
azerbaycan ermenistana ýrkçýlýktan dolayý dava açtý;0;0;0;0
irkçýlýk konusuna teorik bakýþ 27 eylül pazartesi saat 2000de bursa tabip odasinin facebook twitter youtube hesaplarindan canli yayinlanacak herkesi bekleriz;0;0;0;0
romanlar þöylebu okulda roman öðrenci varsa çocugumu yazdýrmam buraya diyen velileri gördüm oðlumun iki senedir devam ettigi devlet ilkokulunda roman olmayan ailelerden türlü pisliði gördüm;0;1;1;1
bursa tabip odasý felsefe konferanslarý baþlýyor online olarak gerçekleþtirilecek ilk etkinlikte kocaeli üniversitesi felsefe bölümü baþkaný prof dr sinan özbek irkçýlýk konusuna teorik bakýþ hakkýnda deðerlendirmelerde bulunacak 27 eylül saat 2000de;0;1;1;1
bir dahaki sefere beþiktaþ taraftarýna bir hareket çek sen hareketi biliyorsun;0;0;0;0
ara maçýnýn muhabbeti konularýna kadar geldi yapan rospu çocuðudur kimse tepki gösterecekseniz adamýn sahada yaptýklarýna tepki gösterin bkunu çýkartmayýn amasýz fakatsýz lâkinsiz sonuna kadar karþinizdayim;0;0;0;0
bunlar kardeþlikten oluyor;0;1;1;1
rusya tarafýndan iþgal edilen kýrýmda iþgalci yönetimin kýrým tatarlarýna karþý yürüttüðü etnik ayrýmcýlýk politikasý hýzýyla devam ediyor;0;0;0;0
avrupada ýrkçýlýk sesleri bebekler üzerinden ayrýmcýlýk yaptýlar aracýlýðýyla;0;0;0;0
kullanarak yapan dergi kapaðý karýþtýrdý;0;0;0;0
ideoloji sinema yeþil rehber filmi hangi mesajý veriyor via;0;0;0;0
araplarýn müþrik atalarýný aþaðýlayarak onlarýn inançlarýný reddetmek kendi müþrik atalarýný yücelterek onlardan gelen þirk unsurlarýný gelenek perdesi altýnda kutsal bir miras kabul etmek halis iman deðildir;0;0;0;0
hiçbir zaman güçlü olamayacaksýnýz dayalý vede zihniyet geliþmiþ vede yoksul ülkelerdeki insanlarý ezdikce akýný vede avrupayý vede gençlerini tüketecekdünya insanlarýna;0;0;0;0
irkçi tehdide ihdden tepki mersin haberci gazetesi;0;0;0;0
mersinde yaþayan arici ailesinin kapýsýna kürt alevi defol yazan fail failler tespit edilemedi kendilerini güvende hissetmeyen aile özellikle çocuklarý endiþeli olduklarýný dile getirdi;0;0;0;0
hayatýmýzý kaybettirecek bir kanserdir ta dünyadaki kötü insanlarn acýmasýz silahýdýr kendimize hakim olmalýyýz yoksa kanser bizi mahvedecek;0;0;0;0
adana seyhanda çoðunlukla kürtlerin yaþadýðý bir okulun merdivenlerine ýrkçý tekçi türkçe konuþ sus sloganlarý yazýldý;0;0;0;0
milletvekili karþýlaþtýðý ýrkçýlýðý gözyaþlarý içinde anlattý;0;1;1;1
iþkence gören türk müslüman olunca görmeyen duymayan konuþmayan 3 maymunu oynayan sözde insan haklarý savunucularýnn tutumlarý irkçilik deðil nedir;0;0;0;0
abdde türk restoranýna saldýran ermeni suçlamalarý kabul etti;0;0;0;0
kendini aþmak;0;0;0;0
istiklal marþý arapça okundu ooo oldu olur kibriniz ýrkçýlýðýnýz kadar olmaz yahu artýk hastalýk elneny;0;0;0;0
batý tarihin büyük günahýdýr roger garaudy;0;0;0;0
chpden bolu belediye baþkaný tanju özcan kararý disiplin kuruluna sevk edildi;0;0;0;0
farkýna var gönüllülerine katýlýmýnýz berke burak susama moderatörlüðü teþekkür ederiz;0;0;0;0
almanyanýn baþkenti düzenlenen gösteride sosyal adaletsizlik protesto edildi;0;0;0;0
irkçýlýk adaletsizlik almanyada protesto edildi;1;1;1;1
kaç gündür üzüluyoruz13 yaþýndaki küçük kýz hastanede hayatýný kaybettisebep evlenmek istemedigi icin babasý baba yakalandýama kalbimin acýsý geçmiyor bir bir þimdi melek lütfen yapmayýn irkcýlýktan vazgeçin;0;0;0;0
denizde aðýzýnda dili olan konuþuyor derken benim amale olanlar adamlar youtube seyrediyor bir sapkýný sonra gelir ahkam kesiyor konu bunu sosyal medyada ýrkçýlýga tür yayýnlarýný yapanlara karþý tebtirler alýnmalý yalan yayma kafasý var beyinsiz;0;0;0;0
ingilterede iþyerlerinde ýrkçýlýk davalarý yüzde 50 arttý;0;0;0;0
lutfetmis affetmisler hala irkcilik onlari degil sizi affetsin virginia valisi northam 70 yýl önce idam edilen 7 siyahiyi affettiðini açýkladý;0;0;0;0
cinsiyet eþitsizliði savunmak bir ýrkçýlýk eylemidir;0;0;0;0
haramdýr müslümanlara uyarýdýr müslüman olmayanlar üzerlerine almayýnýz;0;0;0;0
dünyadaki saldýrýlar yapanlarýn baþýna gelsen olur;0;0;0;0
türkiye üç tarafý denizlerle iç tarafý cahillerle çevrili bir kara parçasýdýr demet evgar senin sunduðun boktan programýnýn izleyen kitlenin yarýsý kürt rezil kadýn;0;0;0;0
sana cesareti veren devletin yöneticileri vicdan yoksunluðunu eksik insanlýðýný veren kirli kalbin;0;0;0;0
milliyetimiz yalnýz islâmiyettir zîrâ arab türk kürd arnavut çerkez lazlarýn kuvvetli hakikatlý revabýt milliyetleri islâmiyetten baþka bir deðildir âsârý bediiyye;0;0;0;0
irkçýlýða çaðýran bizden deðildir irkçýlýk savaþan bizden deðildir irkçýlýk üzere asabiyye uðruna ölen bizden deðildir müslîm imâre 53 57 hadis no 1850 ebû dâvud edeb 121;0;0;0;0
allah bizi kürt yartý e dil verdi dilin adýda kürtçe kimsenin haký deðildir burasý türkiye cumhuriyeti diyerekten faþistlik yapmak;0;0;0;0
sizleri kýnýyorum;0;1;1;1
unutma hür olarak yaratýldýn hýrsýn seni köle yapmasýn;1;1;1;1
insan aðacýnýn farklý renkleri olabilir irkçýlýk bir hastalýktýr necip milletimize yakýþmýyor insanlýðýn mazlumun hamisiyiz;0;0;0;0
hdp ye oy veren kürtler onlara hala gözle bakýldýðýný görmüþtür umarým vatan hepimizin þimdi kanal kadýnla devam diyecek deðilmi;0;1;1;1
kafayý le le bozmuþ olanlar vartürk olduðunuz ekstra onur þerefe sahip deðilsinizkürt olan konuþan birini yermeye degersizlestirmeye hakkýnýz yok bütün diller ýrklar geçerli;0;1;1;1
kürtçeyi bilmek zorunda deðilsin saygýda duymak zorundasýn;1;1;1;1
sabah yine ýrkçý bý olay yaþanýr düþünerek uyandým;0;0;0;0
arapça bileni dindar diyerek baðrýnýza basarsýnýzingilizce dahi türevlerini bilenlere oo çaðdaþbilgili deraðzýnýzýn suyu akarak dinlersinizama iþ kürtçeye geldi mi vatan can verenyüzyýllardýr topraklarda yaþayan kýz alýp verdiðin kürdü yok sayarsn;0;0;0;0
uslubün zihniyetin bozuk olduðu kadar karakterinde yokmuþ irkçýlýk ideolojik bir düþünce deðil aksine piskolojik bi hastalýktýr;1;1;1;1
kürtçe bilmek zorunda deðilsin dile saygý duymak zorundasýn madem diyorsun burasý türkiye cumhuriyeti bir kaç gün önce türkiye cumhuriyeti millet vekili polisimize þerefsiz dediðinde sen polisimizin yanýnda olmadýn;0;0;0;0
sonu yok;0;0;0;0
iki farklý yabancý yerine beni bir kardeþ görmeyi öðrenmelisin;1;1;1;1
zülmün sömürünün savaþýn olduðu yerde tarafsýzlýk yok faþizime ysranmaya çalýþarak onunla baþ edemezsin faþizim kimseyle uzlaþma aramaz sadece biat ister nedenle faþizime karþý ancak direnerek ayakta kalabilirsin;0;0;0;0
kürtçe dýþýnda bilmediði baþka bir var insanlik;0;0;0;0
býrakn boþ beleþ iþleri el çýkmýþ aya yok kalksýn yok kalksýn neyi kaldýrmak istiyorsunuz kaldýrmayý seviyorsunuz;0;0;0;0
bir mültecilerden dýþlanmaya biraktýðýnýz halk yüzyillardir ulke topraklarý canýný feda etmiþtirdili ýrký kimse dýþlanmaya maruz kalamazlafa gelincede hepiniz laik çaðdaþýnýz orneklerini goruyoruz arslan;0;0;0;0
bugün türkiye cumhuriyetinde kürtçe konuþmaya hakkýmýz yok;0;1;1;1
hayudinin amerikanýn dilini öðrenmek türlü fedakarlýðý yaparsýnýz senin insanýn senin ülkenin ferdisi kürtce konuþur sen bundan rahatsýz olursun evet sen rahatsýz bir ýrkcýsýn;;0;0;0
insan olmadýktan sonra sizin hangi ýrktandinden sýnýftan olduðunuzun hiçbir önemi yok insan olun önce;0;0;0;0
dinleyiniz güzeldir yaþasýn yaþasýn kardeþliði kahrolsun yapanlar et týrnak gibidir türkkürt ayrýlmaz ikilidir;0;0;0;0
yakýn zamanda kýsa vadede 8090lý yýllarýn uzun vadede 3040lý yýllarýn tekerrür edeceðinden endiþeliyim avrupa özellikle almanya büyük bir dalgasýna gebe duruyor;0;0;0;0
almanyanýn politikasý amerikan rüyasýnýn taklit etmek orta uzun vadede özellikle 3 dünya ülkelerinin seçilmiþ nitelikli nüfusunu ülkesinde toplamak bunu ýrkçýlýktan vazgeçtiði yapmýyor tam aksine koyu bir güdüsüyle yapýyor;0;0;0;0
hsbcde ýrkçýlýk skandalý;0;0;0;0
floridadan gelip turkiyede yemek lokantasý açýyorlar;0;0;0;0
yeni sezon fragmaný tepki çekmiþti oðuzhan uður hakkýnda suç duyurunda bulundular aracýlýðýyla;0;0;0;0
pnç yazýlýr neyse arap savunucusu deðilim sizin ýrkçý deðilimyapilan düpedüz kepazelik sevmemek nefret etmek arasýndaki temel farkiliþki kurmaz yok sayar iþine bakarsýn diðeri odaðýna alýp uðraþýrsýn;0;0;0;0
zehra çelenk yazmýþ tek yaþamýyoruz dünyada;0;0;0;0
irkçýlýk afyon gibidir uyuþturdukça köreltir körelttikçe bitirir insaný;0;0;0;0
bunu çekip yayan yaratýk þerefsizdýr;0;0;0;0
irkçýlýk covid19dan hýzlý yayýlýyor dsö seyrediyor;0;0;0;0
insaný insan yapan karakterlerden þereftir þeref yoksunu birisi insanlýktan nasibini almamýþtýr yapar yapar söyler yapýlanlar düpedüz þerefsizliktir;0;0;0;0
neuronlariyla iletisime gecemeyen bir toplum yaratmaya calisiyorsunuz icine vb kötü olan varsa katip biryerler yaniyor biryerler sular altinda sonunuzu kendiniz hazirluyorsunuz misiniz;0;0;0;0
tatlý su solcularýna sesleniyorum dünyadaki iþçiler bir zaman birleþemeyecek ülkeler isimlerini ulus isimleri üzerinden aldýðý sürece ýrkçýlýk olacak sýnýrlar var olduðu sürece olacak buradaki ýrkçýlýk genetik deðil bir kabul bir anlaþma olarak var olacak;0;0;0;0
pnç kurusu deðil mi irkçýlýðýn geldiði son nokta;0;0;0;0
haluk levent irkçýlýkla suçlanýyorum;0;0;0;0
bugünün yayýnlanan yazýlarý keyifli okumalar sitemize ulaþmak;1;1;0;1
sosyal medya sýký takip uygulamasý altýnda türkiye milli güvenliði birlik beraberliðimize yalan yanlýþ paylaþýmlarý sahte hesaplarla toplum düzenin bozmak paylaþýmý kanuniiþlem;0;0;0;0
antalyada yol kontrolü yapan irkçi grup bir kiþiyi darp etti kepezde yol kontrolü yapan bir grup aracýndan indirdikleri erhan sevimi darp etti pis kürtler defolun gidin yoksa hepinizi yakarýz tehdit ettiler sadýk çiftpýnar nilüfer;0;0;0;0
el yazmalarýyazmalar aydýn doruk yazdý bir kurtarýcý olarak millet ittifaký;0;0;0;0
murat ince yazdý irkçýlýðýn kaynaðý örgütleyicisi abd emperyalizmidir;0;0;0;0
el yazmalarýyazmalar haydar arýkuþu yazdý türkiyede göçmenlik mültecilik göç politikasý;0;0;0;0
bir köpeði ýrkýna göre tehlikeli ilan etmek düpedüz týr;0;0;0;0
yapmayýn;0;0;0;0
6 milyon oyu istediðim þekilde yönlendiriyorum açýklamasýnýn ýrk kökeni yok musuçsacezasý nedir;0;1;1;1
fitne ateþini yakana allah lanet etsinfitne ateþini söndürene allah rahmet etsin;0;0;0;0
xwezî bayekî dîn bihata ev êþ keder xemgînî û dilþikestî ji holê rakira êdî bese yeter artýk;0;0;0;0
bugün müslümanlar hedefleri gereken gücü oluþturmak istiyorlarsa sorununu halletmelidirler;0;0;0;0
þeyi mi bir insan tersinden anlama çabasýna girer sorun silahlý iþgal riyakar iþbirlikçileri;0;0;0;0
irkçiliðin karþisinda haklarin yanindayiz mersin haberci gazetesi;0;0;0;0
evini mahalesini komþusunu vatanýný koruyana yapýyor diyemesin;0;0;0;0
1.11.1971 00:00;0;0;0;0
show tv ýrkçýligi komik cumle kýnýyor demokrasi havarisi ulkede irkçýlar yerdeler önemli olan devletin ýrkçý olmamasi ulkeler bize benzemaz suctur yapan ceza görür öfkeli vatandas aklanmaz devlet mensuplarý yapamaz;0;0;0;0
irkçýlýk bir hastalýktýr herkes yakalanabilir irkçýlýk dilde düþüncede tutumlarda davranýþlarda olabilir nefret suçu tanýmlanýrsa ýrkçýlýk kolay ele alýnabilir;1;1;1;1
îster edin îster tmeyin îster nefsimize kavimleri eden içki kumar zina faiz þcinsellik dahil bütün reklâmýnýn yapýldýðý modern bir cahiliye oluyoruz___;1;1;1;1
ötekileþtirme sürecini kullanan insandiðer insanlarý aþaðýlayarak kendini normal olarak tanýmlar savaþçý doðan cüceloðlu gerçekten normal misiniz bir düþünün;0;0;0;0
alakasý var þimdi ýrkçý olduk 4050 milyar dolar paramýzý yedirirken iyiydiafgan suriyeli militanlatý doldurdular bir savaþ yöntemi kendi çocuklarýmýzý korumak zorundayýz defolup gidecekler 7 den 70 e;0;0;0;0
evet canýmýz yanýyor dün emirhan vefat etti bunlar yüzünden bir çocuðun kanlar içinde býrakmak bize yakýþmýyorbizim tek derdimiz eli silah tutanlar gitsin savaþsin mültecilikten sizde kurtulun bizde kurtulalým;0;0;0;0
hangi afgan hangi suriyeliyi evimize davet ettik hangisine soframýzý açtýk hangisine iþimizi kaptýrdýk hangisine cebimizden para verdik kadar kinlenmiþiz müslümanlýðýmýzý insanlýðýmýzý unutup hunharca yapýyoruz yazýk yazýk;0;0;0;0
yazý yorum dergi 39 sayý yayýnda dosya konusu irkçýlýk dergiyi pdf fotmatýnda linkten indirebilirsiniz charlie chaplinnin dediði din dil ulus ayrýmcýlýðý olmayan yeni bir dünya yaratalým aydýnlýk günlere;0;1;1;1
müslümansan esed den farkýn olmalý çocuklara dokunma;0;0;0;0
bir yanda 14 asýr önce ýrkçýlýðý kaldýran lanetleyen üstünlüðü takvada gösteren peygamber diðer yanda 2021 yýlýnda hala kendi ýrkýný üstün gören islamý gerici olarak gören cahiliye takýmý islamiyet öncesinden geri;1;1;0;1
sizin türk düþmanlýðýnýza denir aktroller kendi marifetinizi baþkalarýna yamamayýn;0;0;0;0
çocuðun bir suçu yok onlarý yol geçen haný ülkeye alanlarda suç haklýyken haksýz duruma düþmek bir söz var buda öyle olmuþ þimdi suriye afgan meselesinin acýtasyonunu buradan vurucaklar zaten onlarda bekliyordu herþeyden önce çocuklara asla dokunulmamalý;0;0;0;0
mültecilerin ülkemizde olmasýnýn tek suçlusu mevcut iktidardýr mülteciler silah zoruyla ülkeye gelmedi onlarýn bir suçu yokturhesap soracaksýnýz akp iktidarýndan sorun;0;1;1;1
maksatlarý çýkarmak onlarýn önemli deðil ölen olsun gerisi hikaye;0;0;0;0
çocuklar suç iþledi altýndað dainancýmýza göre kimse kimsenin rýzkýný yiyemez inancýmýza göre mazluma yardým edene allah cc yardým eder töremize göre evimize sýðýnan düþman olsa kötülük yapýlmaz irkçýlýk cahiliye adeti allah sizi kahretsin;0;0;0;0
meselesinde yapan kiþilerin mevzusunun özeti beni ateþten onu topraktan yarattýn itirazýdýr þeytan yandaþlarý itirazla meydan okudu allaha celle celaluhu devam etmektedirler sana havale ediyoruz rab;0;0;0;0
þeytanýn projesi ýrkçýlýk dinleyin;0;0;0;0
bizi la itham eden arapçýlar önce 18 yaþýnda hayatýnýn baharýnda bir mülteci tarafindan öldürülen emirhan diðer çocuklarýmýz iki kelâm laf etsinler sonra konuþsunlar;0;0;0;0
yapacaksýnýz söylem bazýnda yapýn sizin karakterinizallah ýrkçýlýk yapaný cehalet üzere öldürecektir sizin probleminiz kan revan içindeki bir çocuk üzerinden haklýymýþsýnýz davranýp suriyeli diyecek kadar soysuz olmayýn ulan;0;0;0;0
türküz türkçüyüz atatürkçüyüz bunlarý çekemeyene uluslarasý uzay istasyonu girsin;0;0;0;0
ordan burdan memleketin sýnýrlarýný delik deþik ederek ülkeme dalan suç iþleyenler haber yapmayan havuz medyasý çýkmýþ provakasyonlarýn amacý nedirne yapmak isteniyor hedef saptýrýyor ulan esas provakasyon vatandaþa karþý yapýlýyor;0;0;0;0
türk irkçiyiz olacak var olsun tam baðimsiz yüce türk irki;0;1;1;1
bunun adý deðil ülkemde olduðu belirsiz vandallarý istemiyorum;1;1;0;1
lanetli bir ruh hastalýðýdýr;1;1;0;1
ankaradaki olaylarda 70 kiþi tutuklanmýþ 38 uyuþturu gasp çeþitli suçlardan sabýkasý varmýþ bi hastalýkdýr artýk provakasyonlara gelmeyin;1;1;1;1
mesele deðil bana göre kimilerinin tahammül sýnýrý kalmadý artýk dokunsan patlayacak maalesef bana göre yanlýþ yürütülen politika yine bize patladý kimse ümmetçilik oynamasýn kimsede çocuða el kaldýrmasýn;0;0;0;0
müslümanlar kardeþtir;0;0;0;0
sýðýnmacýlarýn oturduklarý evleri taþlayarak dün almanyanýn solingen kentinde 5 kiþilik türkiye vatandaþý aileyi yakarak öldüren nazi almanlarý aklamýþ oldunuzutanýn;0;0;0;0
ýrkçý deðiliz türk deðilsiniz;0;0;0;0
ýrkçýlýk ideolojik deðil aksine pisikolojik bir hastalýktýr son zamanlarda hastalar bizim ülkemizden çýkmaktadýr;0;0;0;0
kendi evine sokaktan geçeni tanrý misafiri almiyorson ülkenede almýyacaksýn;0;0;0;0
afgan suriyeli türke saldýrýnca ýrkçý saldýrý deðil münferit olay dimi sizin türk nefretiniz bitmez hacý kendi ýrkçýlýðýnýzý gözden geçirin millete salya akýtmadan önce;0;0;0;0
elinde sonunda ülkeyi bitirme planýnýz elinizde patlayacak ülkemde taliban iþid pkk görmek istemiyorum deðildir;0;0;0;0
avrupanýn huzurunu mültecileri tutarak saðlýyormuþuzmültecilerin huzur kaçýrdýðýnýn farkýnda zamanavrrupanýn plastiklerini alýyoruz böylelikle ülkelerinin çöplük kokmamasýný saðlýyoruz ýrkçýyým zaman mültecileri istemiyorum;0;0;0;0
irkçýlýk ideolojik bir hastalýktýr dün konyada kürtlere bugün elmadaðda suriyelilere yarýn avrupada türklere yapýlýr hangi ýrka yapýlýrsa yapýlsýn müslüman olmak karþý çýkmayý gerektirir;0;0;0;0
türk üm doðruyum çalýþkaným ülkemde asalak istemiyorum hele hele kendi ülkesinden kaçan süprüntüleri ýrz düþmanlarýný katilleri istemiyorum irkçýysamda ýrkçýyým;0;0;0;0
vatanýný milletini sevmek ýrkçýlýksa sapýna kadar ýrkçýyýmyaþasýn türkçüýrkçý türkiye;0;0;0;0
kadýn çocuklarý tenzih ederim dünya kadar sapýn akýn akýn gelmesini istememek oluyor;0;0;0;0
sýnýrlar kevgire dönmüþ giren girene tayyip sýnýrlarýmýz yol geçen haný deðil diyiyor vallahi þaka;0;0;0;0
bugün türkiyede yaþayan insanlarýn mülteci istememesini platformuna cekemezsiniz kendimize yetemiyoruz kimse topraklara kök salmýþ insanlarýn emeklerinihayatlarinilokmalarini edemez irkçýlýk deðil gaspçýlýk var;0;0;0;0
ben akp liyim sen baþka partilisin seni öldürmek istiyorum ortada gezecek adamlarýn açtýðý taga bak amk irkçýyým amk varmý yamyamlarý ülkemde istemiyorum benim kardeþlerim çanakkalede yan yana yatanlardýr;0;0;0;0
ruhunuzda var bunu iyi bilen yaþayan kürt halkýdýr;0;0;0;0
evet arkadaþ savaþtan kaçmýþ evet masum buna ses çýkardýðým ýrkçý olacaksam bundan gurur duyarým kanadaya okumuþ kültürlü bize gelince militan hadi len sahte vatanseverler;1;1;0;1
iþçi alýmý mültecilere sýnavsýz üniversite mültecilere tüp bebek ücretsiz mültecilere ölenler türk vatandaþý ülkede büyük ýrkçýlýðý öz yurdunda türke yapýlmakta bahsediyorsunuz;0;0;0;0
türk milleti yapmaz irkýmýzý severiz mutlu türküm diyene biraz milli his duyguyla hareket edip tarihi iyi analiz etseniz ülkeye baya faydalý olursunuz zira zor zamanda türkün tek dostu türktür;0;0;0;0
türkiye yol geçen haný deðildir rte sýnýrdan geçenleri abartýyormuþuz allhým aklýmýzý koru;0;0;0;0
istemiyorum kardeþim istemiyorum ülkem yol geçen hanýna döndü mülteci istemiyorum sa sonuna kadar ýrkçýyým;0;0;0;0
kan kin öfke nefret ey geçmiþinden deneylerinden hiçbir ders çýkarmayan hemencecik çýlgýnlýðýn þiddetin cazibesine kapýlan ben diyen unutkan insanoðlu mehmed uzun;0;1;1;1
bize irkindancibiliyetinden derdim talan edilen sahillerardindan leþ birakilan yesil alanlarotuzarli dolasan agaçlarin etrafini carsafla cevirip soyunma kabini yapan ustune donunu asan primitif guruhbunu yapan turkle sorunum varbana irkindan;0;0;0;0
yemiþim sizin etiketinizi afganý suriyeliler osu busu yallah dýþarý kimseyi görmeyeceðiz istemiyoruz ülkede çabuk çabuk týpýþ týpýþ güzellikle yada deðil herkes yarýndan önce gitmiþ olsun sonra aðlamak yok;0;0;0;0
ülkemde milyonlarca insan iþsiz yardýma muhtaç yaþarken suriyeden misafir adý altýnda gelen milyonlarca ipsizsapsýz anamýzýn bacýmýzýn namusuna göz diken müslümanlýkla alakasý olmayan parazitler savaþ bitti ülkelerine dönsün demek irkçýlýksa ýrkçýnýn feriþtahýyým;0;0;0;0
dünyanýn hümanist barýþçýl okumuþ antiýrkçý insanýný getir ülkeye 1 aya kalmaz bunlarý skeceksin sikeceksin baðýra çaðýra kaçarak gider amk;0;0;0;0
allaha þükür ýrkçýlýk kanýmda var;0;0;0;0
ülkemde mülteci istememem beni irkçi yapmaz ülkemde mülteci istememem beni irkçi yapmaz ülkemde mülteci istememem beni irkçi yapmaz ülkemde mülteci istememem beni irkçi yapmaz ülkemde mülteci istememem beni irkçi yapmaz ülkemde mülteci istememem beni irkçi yapmaz;0;1;1;1
adamlar ülkemizde 10 yýldýr coðumuzdan rahat yaþayacak millet olarak hoþ görü gösterecez ümmet ensar diyecek sabredeceksin iþin sonun yapýyoruz öylemi sizin yatacak yeriniz yok;0;0;0;0
ülkemde mülteci istemiyorum isteyen alsýn evinde beslesin;0;0;0;0
kardeþlik ümmetçilik oculuk buculuk ben türküm demekten alýkoydular herkesi neymiþ baþkalarý güceniyormuþ gücensin kahrolsun var olsun türk ýrký;0;0;0;0
ayaklarýmýzýn altýndadýr;0;0;0;0
þimdi yeni bir senaryo yazýyorlar gelenler özbekmiþ istemeyenler yapýyorlarmýþ ulan bari aklýmýzla dalga geçmeyin sizin kerizlerinizden deðiliz özbek lan dingiller;0;1;1;1
bana düþman olana düþman olduðum vatanýmý geleceðimi çocuklarýmýn hayatlarýný düþünüyorum ýrkçý oluyorsam evet ben yapýyorum yýllardýr ülkemde yaþayan insanlara demedik demiyoruz istemiyoruz;0;0;0;0
burasý kan dökülerek alýnmýþ türk topraklarýdýr türk kürt laz çerkez nicesi huzur içinde yaþamaktadýr ülkenin vatandaþýna 2 sýnýf muamele yapýlamaz meraklýysanýz alýn kardeþlerinizi bedevi çöllerine dönün;0;0;0;0
anlayýn aq köpekleri ortada bir ýrkçýlýk var türklere var aq kyk öder türk arap piçi ödemez sýnava girer türk arap piçi puansýz girer vergi verir türk arap piçi vermez dýþarý çýkamaz türk arap piçi gurupla gezer köyüne gidemez türk arap piçi suriye ye gider;0;0;0;0
irkçýlýk mülteci istememe yi birbirinden ayirmak gerekli insanlarý bulandirmadan olaylarý köpürtmedenhükümetin göçmen çözümü olmamasý ekonomi çözümü olmamasý bunlara etkendir particilik oyunlarýný býrakýp ilginç projelerinizi vatandaþa anlatýn;0;0;0;0
ülkesinin iþgal edilmesine tepki göstermek mi 18 yaþýnda gencecik delikanlý katledilecek 11 yaþýnda bir melek kýzýmýz taciz edilecek ona denecek nasil tepki gösterilecek irkçýysak hoþlarýna gitmiyorsa siktir olup gidebilirler sýnýrlar açýk olsa;0;0;0;0
aþaðý;0;0;0;0
ankarada yapýlan protestoyu doðru bulmuyorum halkta artýk patlama noktasýna geldi iktidar zaman problemi çözecek umut var iktidar artýk bence yönetme becerisini kaybetti yönetemiyorsan yönetebilcek kiþilere býraksýnlar artýk koltuklarýný;0;0;0;0
yüzlerce taciz tecavüz darp adam öldürme vakasý hesap sorunca ýrkçýlýk provakasyon mi provakasyoncuyuz onlar sapýk katil hýrsýz vatan kaçkýný;0;0;0;0
irkçýlýk allahýna kadar ýrkçýyým mutlu türküm diyene;0;0;0;0
kýzgýnýz hiçbirini ülkemizde istemiyoruz gidin kýzýlmasý gereken insanlara kýzýn masum çocuklardan çýkarmayýn öfkenizi;0;0;0;0
ýrki olmayanlara zulüm gelir;0;0;0;0
